,index,carat,cut,color,clarity,depth,table,price,x,y,z
33018,35791,0.34,3,4,7,61.8,56.0,913,4.48,4.51,2.78
33019,24425,2.03,3,3,4,62.4,57.0,12677,8.09,8.02,5.03
33020,24136,2.0,4,7,3,62.2,59.0,12308,7.97,7.92,4.94
33021,21367,0.36,3,1,3,62.2,53.0,626,4.57,4.59,2.85
33022,37108,0.38,3,3,6,61.9,55.0,969,4.68,4.64,2.89
33023,23134,1.66,3,6,6,62.3,54.0,11156,7.58,7.61,4.73
33024,49510,0.7,2,3,3,63.8,58.0,2121,5.56,5.67,3.58
33025,45916,0.53,3,2,6,61.4,56.0,1721,5.18,5.25,3.2
33026,41417,0.47,2,4,6,60.1,60.3,1226,5.02,5.07,3.03
33027,31460,0.4,2,6,3,63.9,57.0,765,4.7,4.66,2.99
33028,4334,1.05,4,4,4,60.7,61.0,3599,6.56,6.52,3.97
33029,30349,0.42,5,2,3,61.4,54.0,728,4.83,4.87,2.98
33030,21933,1.21,5,3,5,62.3,58.0,10009,6.76,6.85,4.24
33031,28370,0.37,3,4,6,62.5,53.0,668,4.6,4.61,2.88
33032,15396,1.12,3,2,4,61.6,56.0,6168,6.69,6.71,4.13
33033,15904,1.29,4,7,8,62.6,59.0,6356,6.98,6.91,4.35
33034,9453,1.14,4,6,3,60.4,60.0,4596,6.78,6.73,4.08
33035,27866,0.3,5,2,5,60.2,57.0,653,4.37,4.3,2.61
33036,8673,1.0,1,4,5,64.9,65.0,4455,6.31,6.18,4.05
33037,8460,1.02,5,2,4,58.7,63.0,4414,6.61,6.55,3.86
33038,17677,1.01,3,1,6,59.8,56.0,7127,6.52,6.49,3.89
33039,13939,0.99,5,1,3,62.6,57.0,5671,6.34,6.37,3.98
33040,42972,0.41,3,2,7,61.7,56.0,1367,4.78,4.82,2.96
33041,34032,0.4,5,1,6,59.3,58.0,850,4.8,4.85,2.86
33042,15227,1.01,2,1,6,67.0,57.0,6113,6.11,6.22,4.13
33043,46871,0.53,3,2,6,61.9,55.0,1813,5.22,5.19,3.22
33044,50474,0.71,4,6,5,61.9,59.0,2266,5.71,5.67,3.52
33045,26320,2.4,1,7,4,65.4,56.0,15824,8.35,8.29,5.44
33046,34962,0.32,3,6,5,62.3,56.0,471,4.37,4.4,2.73
33047,32025,0.31,3,4,7,61.6,54.0,778,4.36,4.38,2.69
33048,40001,0.41,3,3,6,62.3,57.0,1107,4.78,4.75,2.97
33049,26953,2.07,5,5,3,59.8,58.0,17019,8.23,8.26,4.93
33050,32903,0.42,3,1,3,61.7,56.0,810,4.79,4.83,2.97
33051,11403,1.0,5,5,6,63.3,53.0,5000,6.42,6.37,4.05
33052,32893,0.36,3,2,3,62.4,55.0,810,4.58,4.55,2.85
33053,44560,0.52,4,1,3,62.7,58.0,1605,5.2,5.16,3.25
33054,9439,0.9,5,5,5,62.3,59.0,4592,6.12,6.17,3.83
33055,39013,0.43,3,4,8,61.4,55.0,1056,4.83,4.88,2.98
33056,5635,0.91,5,3,3,60.1,58.0,3879,6.3,6.35,3.8
33057,7983,0.92,3,5,3,60.5,57.0,4325,6.27,6.32,3.81
33058,48349,0.54,3,4,8,62.4,53.4,1962,5.22,5.25,3.26
33059,31437,0.3,3,5,2,61.3,58.0,764,4.3,4.31,2.64
33060,45815,0.52,3,2,6,61.3,55.0,1712,5.18,5.2,3.18
33061,42162,0.53,3,4,3,61.0,56.0,1284,5.23,5.26,3.2
33062,45278,0.56,3,4,6,60.9,56.0,1662,5.34,5.36,3.26
33063,11724,0.34,2,5,5,63.1,57.0,596,4.4,4.44,2.79
33064,34014,0.3,4,1,5,60.7,58.0,848,4.36,4.34,2.64
33065,5320,0.9,5,1,4,61.0,59.0,3806,6.14,6.18,3.76
33066,22226,2.04,3,6,4,62.8,57.0,10282,8.11,8.07,5.08
33067,17783,1.0,5,4,8,60.3,62.0,7163,6.41,6.45,3.88
33068,11880,1.03,3,4,3,60.1,59.0,5111,6.6,6.57,3.96
33069,11366,1.0,5,4,3,59.6,60.0,4997,6.43,6.49,3.85
33070,11649,1.01,2,1,3,63.9,61.0,5055,6.28,6.31,4.02
33071,23756,1.52,2,5,5,63.5,60.0,11804,7.24,7.28,4.61
33072,37950,0.41,4,3,5,61.1,58.0,1007,4.74,4.78,2.91
33073,44815,0.5,3,2,6,62.6,54.0,1624,5.08,5.11,3.19
33074,46320,0.58,3,5,6,61.2,56.0,1755,5.41,5.39,3.3
33075,40742,0.36,3,4,7,61.7,55.0,1163,4.58,4.6,2.83
33076,35067,0.32,5,3,7,61.6,56.0,886,4.37,4.41,2.7
33077,45685,0.54,3,5,8,61.1,56.0,1696,5.23,5.28,3.21
33078,44961,0.55,3,3,6,62.0,56.0,1636,5.3,5.25,3.27
33079,29046,0.4,2,2,3,63.9,58.0,687,4.63,4.67,2.97
33080,36096,0.32,3,3,7,62.1,56.0,926,4.39,4.43,2.74
33081,40016,0.42,3,5,7,62.8,57.0,1108,4.79,4.79,3.01
33082,39447,0.53,3,5,3,62.6,56.0,1077,5.28,5.1,3.25
33083,33664,0.6,4,5,1,62.1,62.0,835,5.33,5.27,3.3
33084,42270,0.23,5,2,8,63.0,58.0,505,3.95,3.99,2.5
33085,52596,0.53,5,1,8,60.5,57.0,2542,5.23,5.31,3.19
33086,30339,0.34,3,3,3,63.0,54.0,727,4.5,4.48,2.83
33087,45519,0.53,3,1,3,62.3,56.0,1683,5.18,5.15,3.22
33088,32620,0.3,3,6,5,62.5,54.0,457,4.3,4.34,2.7
33089,10790,1.07,5,4,3,60.5,62.0,4861,6.6,6.69,4.02
33090,37984,0.32,3,1,8,60.9,57.0,1008,4.39,4.45,2.7
33091,24117,2.01,5,6,3,63.5,55.0,12271,8.07,8.01,5.11
33092,12707,0.26,3,3,7,61.6,57.0,599,4.08,4.1,2.52
33093,22251,2.14,4,7,4,58.4,58.0,10306,8.52,8.5,4.97
33094,16623,1.07,4,4,6,62.5,57.0,6644,6.58,6.5,4.09
33095,2002,0.74,3,3,8,61.5,54.0,3101,5.84,5.86,3.6
33096,28256,0.33,3,4,5,62.4,56.0,666,4.43,4.45,2.77
33097,30737,0.43,2,2,3,63.1,56.0,739,4.8,4.83,3.04
33098,15573,1.3,4,6,6,62.7,58.0,6246,6.97,6.9,4.35
33099,31152,0.41,4,3,3,61.8,58.0,755,4.75,4.76,2.94
33100,8843,0.98,5,5,4,62.2,60.0,4479,6.31,6.36,3.94
33101,42304,0.5,5,3,3,61.4,57.0,1295,5.08,5.12,3.13
33102,39074,0.5,4,6,3,61.7,58.0,1059,5.15,5.09,3.16
33103,15860,1.1,3,5,6,62.7,56.0,6344,6.58,6.63,4.14
33104,50819,0.71,3,2,3,61.5,57.0,2308,5.74,5.78,3.54
33105,14426,1.0,3,4,6,62.3,56.0,5824,6.38,6.36,3.97
33106,22421,1.53,5,5,3,61.3,56.0,10446,7.42,7.44,4.56
33107,13848,1.5,1,5,1,65.5,58.0,5645,7.02,6.96,4.58
33108,13502,1.21,4,7,6,60.2,57.0,5541,6.97,6.91,4.18
33109,14347,1.5,5,4,1,60.3,61.0,5808,7.34,7.39,4.44
33110,17085,1.58,5,3,4,63.2,57.0,6813,7.43,7.38,4.68
33111,40872,0.5,2,1,4,61.9,63.0,1175,5.05,5.07,3.13
33112,45049,0.47,4,2,5,61.8,58.0,1640,5.03,4.97,3.09
33113,30269,0.3,4,4,5,60.2,62.0,725,4.31,4.3,2.59
33114,6405,1.03,4,5,4,62.1,59.0,4038,6.47,6.42,4.0
33115,10133,0.97,4,1,3,62.0,60.0,4721,6.25,6.29,3.89
33116,14992,1.01,3,3,3,62.7,54.0,6039,6.38,6.44,4.02
33117,9500,1.13,4,6,6,62.0,58.0,4611,6.64,6.69,4.13
33118,6077,0.62,3,1,7,62.2,54.0,3968,5.45,5.48,3.4
33119,32734,0.31,4,3,6,62.9,58.0,802,4.31,4.27,2.7
33120,42060,0.48,4,5,5,60.7,61.0,1270,5.04,5.01,3.05
33121,13191,1.07,4,4,3,61.6,58.0,5453,6.6,6.56,4.05
33122,44416,0.58,4,3,6,62.2,55.0,1586,5.4,5.31,3.33
33123,30387,0.33,3,5,7,61.7,55.0,730,4.48,4.5,2.77
33124,37793,0.38,3,2,5,61.6,56.0,1000,4.62,4.66,2.86
33125,29662,0.35,4,4,5,62.3,59.0,706,4.49,4.53,2.81
33126,2134,0.71,3,3,6,61.8,56.2,3123,5.7,5.75,3.53
33127,16464,1.28,4,5,3,62.7,58.0,6580,6.88,6.94,4.33
33128,39893,0.42,3,3,5,61.9,57.0,1103,4.81,4.79,2.97
33129,33103,0.32,3,2,8,61.2,56.0,816,4.39,4.43,2.7
33130,17399,0.32,3,4,3,61.6,57.0,612,4.42,4.38,2.71
33131,9567,1.1,3,6,4,62.6,55.0,4624,6.57,6.6,4.13
33132,15642,1.6,1,3,4,65.0,56.0,6272,7.35,7.26,4.8
33133,46518,0.53,3,5,7,61.3,56.0,1781,5.22,5.24,3.21
33134,22991,2.0,2,4,4,58.1,64.0,11041,8.3,8.27,4.81
33135,49169,0.72,5,6,3,63.3,57.0,2074,5.73,5.67,3.61
33136,1224,1.24,5,7,1,61.9,55.0,2940,6.85,6.92,4.26
33137,5143,1.0,5,2,4,63.5,56.0,3763,6.37,6.3,4.02
33138,7709,1.0,3,7,6,61.9,54.0,4278,6.41,6.45,3.98
33139,638,0.73,4,4,5,61.4,58.0,2841,5.82,5.77,3.56
33140,50167,0.73,3,6,4,62.4,56.0,2218,5.74,5.77,3.59
33141,21088,1.51,2,4,3,63.1,56.0,9258,7.2,7.28,4.57
33142,37665,0.42,3,2,3,61.5,55.0,992,4.9,4.82,2.99
33143,7733,0.3,3,5,8,61.5,56.0,581,4.34,4.38,2.68
33144,27263,2.01,4,5,3,62.7,59.0,17688,8.03,8.08,5.05
33145,26221,1.53,2,3,5,60.8,61.0,15619,7.31,7.39,4.47
33146,26509,1.55,4,1,6,61.5,58.0,16137,7.51,7.48,4.61
33147,19974,1.2,2,1,6,62.4,60.0,8521,6.69,6.77,4.2
33148,36669,0.32,3,3,2,61.2,57.0,949,4.4,4.42,2.7
33149,33215,0.31,3,3,2,62.3,57.0,821,4.25,4.29,2.66
33150,20368,1.5,4,7,8,61.8,60.0,8760,7.36,7.33,4.54
33151,7447,1.07,2,3,4,58.7,64.0,4232,6.64,6.68,3.91
33152,52142,0.78,4,3,3,62.3,57.0,2469,5.86,5.85,3.65
33153,3381,0.31,4,7,5,60.7,60.0,408,4.34,4.39,2.65
33154,27830,0.31,5,4,8,62.2,56.0,651,4.31,4.34,2.69
33155,28239,0.33,3,3,6,61.3,56.0,666,4.43,4.47,2.73
33156,28210,0.4,3,2,4,61.2,55.0,666,4.74,4.77,2.91
33157,23306,1.67,3,3,4,62.4,54.0,11341,7.6,7.63,4.75
33158,16547,1.03,3,1,3,61.3,56.0,6610,6.48,6.54,3.99
33159,19906,1.09,4,4,8,59.5,61.0,8454,6.74,6.7,4.0
33160,32237,0.31,3,4,7,61.5,54.0,789,4.36,4.39,2.69
33161,45112,0.54,3,1,3,61.7,55.0,1650,5.23,5.27,3.24
33162,12679,1.15,3,5,4,62.5,58.0,5306,6.65,6.69,4.17
33163,33624,0.33,3,6,3,61.0,57.0,463,4.45,4.47,2.72
33164,31562,0.38,4,4,6,59.3,59.0,766,4.71,4.74,2.8
33165,49721,0.7,4,4,3,63.0,59.0,2150,5.64,5.6,3.54
33166,6799,0.73,5,1,5,61.1,59.0,4116,5.79,5.86,3.56
33167,10830,0.9,3,5,6,60.9,54.0,4871,6.19,6.22,3.78
33168,35215,0.32,3,2,7,61.2,55.0,892,4.41,4.42,2.7
33169,10515,1.04,3,5,3,62.1,57.0,4801,6.49,6.52,4.04
33170,50285,0.31,3,1,3,62.3,55.0,541,4.33,4.34,2.7
33171,31258,0.32,3,1,6,61.9,55.0,758,4.39,4.43,2.73
33172,13982,1.01,3,1,3,62.1,56.0,5694,6.36,6.43,3.97
33173,11374,0.34,4,5,5,61.4,59.0,596,4.5,4.53,2.77
33174,10301,1.01,5,1,4,62.9,60.0,4760,6.35,6.46,4.03
33175,11614,1.06,5,5,3,59.1,58.0,5048,6.66,6.71,3.95
33176,13228,1.21,4,5,6,60.8,62.0,5461,6.82,6.78,4.13
33177,41939,0.4,3,3,7,60.7,56.0,1263,4.77,4.79,2.9
33178,11071,1.01,4,2,4,60.0,61.0,4921,6.53,6.47,3.9
33179,22316,1.58,3,7,7,61.5,56.0,10357,7.48,7.5,4.61
33180,7509,1.05,5,4,4,61.6,60.0,4241,6.49,6.56,4.02
33181,36130,0.33,4,2,6,61.1,59.0,928,4.49,4.45,2.73
33182,44783,0.51,3,1,6,61.8,54.0,1623,5.12,5.17,3.18
33183,13613,1.04,3,4,3,61.9,53.0,5570,6.53,6.54,4.05
33184,53522,0.76,4,2,4,61.5,58.0,2688,5.86,5.81,3.59
33185,5566,0.9,2,4,6,63.9,61.0,3859,5.97,6.01,3.83
33186,5502,0.91,4,3,4,59.1,60.0,3845,6.36,6.3,3.74
33187,20888,1.52,4,6,6,62.6,59.0,9108,7.34,7.19,4.55
33188,24946,1.11,4,1,7,62.0,54.0,13405,6.67,6.63,4.16
33189,1437,0.9,2,5,3,64.2,60.0,2974,6.05,6.02,3.87
33190,46670,0.59,5,2,6,62.3,55.0,1789,5.39,5.43,3.37
33191,10768,0.9,3,2,3,61.1,56.0,4854,6.21,6.23,3.8
33192,40589,0.41,4,2,5,61.9,59.0,1153,4.8,4.77,2.96
33193,33833,0.46,5,1,4,62.0,60.0,844,4.89,4.92,3.04
33194,22231,1.25,5,2,5,61.5,59.0,10285,6.91,6.95,4.26
33195,36255,0.41,4,2,6,61.3,58.0,935,4.74,4.79,2.92
33196,37452,0.35,3,2,6,62.2,56.0,984,4.53,4.51,2.81
33197,40665,0.45,2,4,5,58.1,61.2,1154,5.02,5.07,2.93
33198,9812,0.91,4,5,5,61.0,59.0,4670,6.25,6.18,3.79
33199,41165,0.38,5,1,8,60.0,62.0,1200,4.7,4.73,2.83
33200,16263,1.01,3,4,6,61.8,57.0,6504,6.43,6.41,3.97
33201,7034,0.9,5,6,7,63.5,58.0,4161,6.06,6.09,3.86
33202,38853,0.4,3,4,8,62.4,56.0,1050,4.68,4.64,2.91
33203,30359,0.39,3,1,3,60.6,55.0,729,4.73,4.78,2.88
33204,53070,0.74,3,6,5,60.7,55.0,2609,5.84,5.88,3.56
33205,3217,0.91,2,1,4,64.1,62.0,3349,6.06,6.01,3.87
33206,175,0.83,2,6,6,64.6,54.0,2774,5.85,5.88,3.79
33207,45132,0.54,5,3,5,60.0,59.0,1653,5.26,5.32,3.17
33208,39012,0.43,4,1,6,60.2,59.0,1056,4.88,4.92,2.95
33209,44947,0.5,2,1,6,63.4,56.0,1635,5.05,5.1,3.22
33210,33502,0.32,5,3,6,63.2,58.0,828,4.35,4.32,2.74
33211,744,0.33,4,7,5,62.8,58.0,557,4.41,4.38,2.76
33212,42564,0.55,5,5,6,60.2,59.0,1327,5.36,5.24,3.19
33213,47462,0.55,3,3,5,61.0,55.0,1857,5.29,5.33,3.24
33214,44478,0.62,4,3,3,61.7,59.0,1595,5.51,5.48,3.39
33215,20271,1.2,4,1,6,61.6,60.0,8693,6.78,6.72,4.16
33216,39544,0.32,3,5,2,60.9,56.0,1080,4.42,4.41,2.69
33217,39180,0.35,3,1,6,61.5,56.0,1063,4.55,4.53,2.79
33218,2570,0.73,3,3,5,62.6,56.0,3211,5.73,5.71,3.58
33219,49890,0.51,3,1,5,61.9,57.0,2177,5.17,5.14,3.19
33220,11845,0.95,5,1,3,63.7,55.0,5101,6.2,6.24,3.96
33221,45759,0.96,1,5,1,66.9,60.0,1705,6.15,6.04,4.09
33222,47671,0.51,3,1,6,61.7,55.0,1882,5.14,5.11,3.16
33223,52664,0.77,2,4,4,63.9,59.0,2550,5.84,5.78,3.71
33224,23032,0.33,4,1,4,61.6,59.0,631,4.42,4.41,2.72
33225,48491,0.55,3,4,8,62.0,56.0,1981,5.26,5.28,3.27
33226,24104,2.01,2,7,3,63.6,59.0,12257,7.96,8.01,5.08
33227,7095,1.01,5,5,4,58.8,58.0,4166,6.57,6.62,3.88
33228,15426,1.04,3,4,6,61.4,57.0,6177,6.5,6.53,4.0
33229,15674,1.01,5,3,6,60.8,58.0,6288,6.44,6.49,3.93
33230,26799,1.51,4,2,5,62.7,58.0,16669,7.33,7.25,4.57
33231,35605,0.31,4,5,7,62.6,58.0,907,4.33,4.29,2.7
33232,53674,0.71,5,4,3,60.0,59.0,2711,5.76,5.8,3.47
33233,40613,0.25,2,2,7,61.4,62.0,498,4.03,4.05,2.48
33234,21455,1.05,3,4,8,61.4,56.0,9555,6.54,6.59,4.03
33235,22511,1.51,4,5,6,63.0,58.0,10548,7.34,7.27,4.6
33236,3223,0.94,5,4,4,62.3,59.0,3351,6.2,6.26,3.88
33237,39921,0.41,3,1,8,61.1,56.0,1105,4.78,4.81,2.93
33238,8457,1.03,5,4,4,63.5,56.0,4413,6.37,6.33,4.03
33239,21313,1.51,4,6,5,62.3,60.0,9467,7.28,7.32,4.55
33240,35816,0.31,3,3,2,62.3,54.0,914,4.37,4.39,2.73
33241,15512,1.52,4,6,4,62.2,59.0,6214,7.36,7.27,4.56
33242,1927,0.92,4,3,4,62.1,60.0,3083,6.21,6.26,3.87
33243,43280,0.3,4,4,4,62.5,59.0,506,4.31,4.27,2.68
33244,49358,0.51,3,3,8,61.7,56.0,2098,5.14,5.16,3.18
33245,47833,0.52,3,4,8,62.7,55.0,1906,5.12,5.15,3.22
33246,8058,0.23,5,2,7,62.2,57.0,583,3.93,3.96,2.45
33247,10483,0.9,3,3,3,61.8,58.0,4795,6.21,6.24,3.85
33248,41344,0.54,3,6,5,61.9,54.0,1216,5.24,5.29,3.26
33249,5690,1.01,5,6,3,62.1,58.0,3888,6.38,6.44,3.98
33250,53271,0.7,3,5,5,62.0,59.0,2648,5.68,5.71,3.53
33251,1601,0.7,3,3,6,61.9,55.0,3011,5.7,5.74,3.54
33252,39622,0.35,5,6,6,62.9,57.0,491,4.5,4.53,2.84
33253,25090,2.01,4,7,6,60.4,59.0,13619,8.1,8.15,4.91
33254,22720,1.58,4,5,3,61.5,59.0,10738,7.47,7.45,4.59
33255,3244,0.71,3,5,2,63.0,57.0,3354,5.68,5.72,3.59
33256,22327,1.26,3,4,5,62.2,54.0,10371,6.89,6.98,4.31
33257,33808,0.32,3,2,8,62.3,56.0,842,4.37,4.4,2.73
33258,53008,0.7,3,3,3,60.8,57.0,2596,5.73,5.71,3.48
33259,3962,0.81,5,4,5,63.1,58.0,3507,5.92,5.96,3.75
33260,11818,1.0,2,1,3,64.2,60.0,5093,6.22,6.28,4.01
33261,47992,0.32,5,3,3,59.3,58.0,533,4.47,4.5,2.66
33262,10022,0.31,3,6,3,60.9,57.0,414,4.36,4.41,2.67
33263,35817,0.31,3,3,2,62.3,53.0,914,4.35,4.38,2.72
33264,50953,0.95,1,7,1,64.9,56.0,2322,6.17,6.12,3.99
33265,1304,0.76,3,4,6,61.7,54.0,2954,5.88,5.92,3.64
33266,3019,0.71,3,4,8,61.3,56.0,3307,5.75,5.77,3.53
33267,14546,1.31,4,7,3,59.6,59.0,5876,7.16,7.13,4.26
33268,11992,1.14,3,5,3,61.6,57.0,5146,6.68,6.73,4.13
33269,47411,0.57,4,2,6,61.0,58.0,1851,5.31,5.34,3.25
33270,15918,1.01,1,3,5,64.6,60.0,6366,6.26,6.16,4.01
33271,53533,0.71,3,1,3,61.3,57.0,2690,5.74,5.78,3.53
33272,424,0.73,4,2,6,58.6,60.0,2812,5.92,5.89,3.46
33273,13187,1.21,5,7,5,62.6,57.0,5452,6.71,6.8,4.23
33274,13083,1.04,4,5,6,62.7,61.0,5416,6.48,6.44,4.05
33275,39857,0.51,3,3,4,61.0,55.0,1100,5.18,5.21,3.17
33276,4118,0.9,4,6,6,62.4,58.0,3539,6.16,6.22,3.86
33277,27648,2.03,3,3,4,61.6,55.0,18578,8.19,8.14,5.03
33278,24274,1.53,4,2,3,60.8,60.0,12499,7.51,7.43,4.54
33279,28517,0.32,3,6,2,62.2,57.0,673,4.35,4.37,2.71
33280,32171,0.33,5,5,2,62.9,58.0,787,4.38,4.43,2.77
33281,50754,0.72,3,3,4,61.7,55.0,2298,5.79,5.75,3.56
33282,41823,0.51,4,5,3,61.6,56.0,1250,5.19,5.14,3.18
33283,49609,0.51,3,3,8,60.3,56.0,2138,5.2,5.23,3.15
33284,19725,1.09,3,4,5,60.4,58.0,8296,6.67,6.7,4.04
33285,11252,1.01,3,3,3,62.5,56.0,4969,6.38,6.42,4.0
33286,36216,0.36,4,4,5,62.2,59.0,932,4.57,4.53,2.83
33287,41766,0.53,3,5,3,61.1,55.0,1245,5.24,5.28,3.21
33288,1208,0.95,4,4,4,58.8,60.0,2937,6.35,6.31,3.72
33289,23867,1.71,4,6,6,62.8,59.0,11958,7.58,7.52,4.74
33290,45160,0.5,4,1,3,60.7,61.0,1654,5.12,5.09,3.1
33291,45335,0.51,2,2,6,63.8,55.0,1662,5.08,5.05,3.23
33292,53755,0.7,2,3,5,63.7,55.0,2724,5.56,5.61,3.56
33293,50197,0.71,5,7,8,61.1,58.0,2226,5.7,5.75,3.5
33294,50598,0.61,3,3,5,61.8,57.0,2283,5.43,5.47,3.37
33295,35830,0.4,3,4,8,61.1,57.0,915,4.72,4.78,2.9
33296,14244,1.13,1,5,3,65.3,59.0,5771,6.52,6.44,4.23
33297,29617,0.36,3,6,4,62.1,54.0,439,4.56,4.58,2.84
33298,1929,1.01,4,5,4,59.4,62.0,3083,6.47,6.43,3.83
33299,49790,0.73,4,4,3,60.8,58.0,2163,5.82,5.85,3.55
33300,46510,0.47,3,3,7,61.9,55.0,1779,4.98,5.0,3.09
33301,53064,0.72,1,5,8,56.5,68.0,2608,6.03,5.89,3.37
33302,45233,0.6,5,1,6,63.1,54.0,1657,5.41,5.33,3.39
33303,11780,1.02,4,5,3,61.1,58.0,5084,6.51,6.46,3.96
33304,24401,1.06,5,2,2,62.4,55.0,12642,6.5,6.54,4.07
33305,25564,1.62,5,3,6,63.2,56.0,14400,7.54,7.43,4.73
33306,2216,1.21,2,2,1,57.2,62.0,3144,7.01,6.95,3.99
33307,11320,1.12,4,6,6,62.8,57.0,4986,6.68,6.61,4.17
33308,22966,1.01,3,1,8,61.5,57.0,11015,6.43,6.48,3.97
33309,30118,0.32,3,4,6,61.6,57.0,720,4.41,4.39,2.71
33310,16314,1.01,2,4,5,63.7,56.0,6529,6.37,6.29,4.03
33311,22110,1.21,4,2,5,60.3,58.0,10137,6.95,6.91,4.18
33312,1847,0.71,5,2,5,63.3,59.0,3064,5.64,5.68,3.58
33313,881,0.9,4,7,3,61.8,58.0,2873,6.16,6.13,3.8
33314,15615,1.31,5,5,4,61.7,59.0,6263,6.96,7.01,4.31
33315,43926,0.3,3,5,3,61.9,54.0,514,4.31,4.34,2.68
33316,17330,1.11,5,4,6,62.2,57.0,6953,6.55,6.6,4.09
33317,2781,0.9,5,5,4,64.1,59.0,3255,5.97,6.07,3.86
33318,34197,0.33,3,3,6,62.1,54.0,854,4.46,4.43,2.76
33319,45872,0.5,3,2,5,61.9,56.0,1716,5.09,5.12,3.16
33320,48953,0.7,5,5,3,57.7,60.0,2048,5.85,5.9,3.39
33321,18561,1.21,5,4,6,62.3,58.0,7568,6.76,6.8,4.22
33322,2560,0.7,4,1,8,61.5,60.0,3210,5.71,5.64,3.49
33323,28394,0.33,4,5,6,62.3,58.0,668,4.41,4.38,2.74
33324,9551,1.0,4,2,4,61.2,60.0,4620,6.42,6.45,3.94
33325,530,0.7,4,2,5,62.2,58.0,2826,5.66,5.6,3.5
33326,27265,2.52,5,4,4,63.2,58.0,17689,8.65,8.61,5.45
33327,5612,0.92,5,3,4,62.8,56.0,3873,6.19,6.23,3.9
33328,23022,0.35,4,6,6,61.2,58.0,630,4.57,4.55,2.79
33329,45848,0.71,2,6,3,64.2,57.0,1715,5.59,5.57,3.58
33330,18146,1.02,4,3,5,61.9,58.0,7351,6.45,6.5,4.01
33331,47564,0.51,2,4,8,63.1,58.0,1875,5.07,5.11,3.21
33332,41314,0.45,3,4,8,61.2,56.0,1213,4.96,4.91,3.02
33333,38274,0.21,4,2,6,60.5,59.0,386,3.87,3.83,2.33
33334,48185,0.72,4,7,6,60.2,59.0,1944,5.85,5.81,3.51
33335,20064,0.31,3,3,6,62.6,55.0,625,4.29,4.33,2.7
33336,9635,0.92,3,5,6,60.8,58.0,4639,6.27,6.32,3.83
33337,15062,1.12,4,5,6,60.6,59.0,6052,6.77,6.7,4.08
33338,30441,0.32,5,4,8,62.6,58.0,730,4.35,4.37,2.73
33339,34284,0.26,3,5,2,61.1,57.0,468,4.12,4.16,2.53
33340,1833,0.71,5,2,5,63.3,56.0,3061,5.64,5.68,3.58
33341,4753,1.21,3,6,1,61.3,57.0,3686,6.94,6.89,4.24
33342,13691,1.01,4,3,3,61.9,56.0,5599,6.53,6.45,4.02
33343,27547,1.61,3,1,6,62.0,55.0,18318,7.51,7.5,4.67
33344,4872,1.02,5,5,4,63.4,63.0,3713,6.36,6.32,4.02
33345,44465,0.5,4,1,3,62.8,57.0,1593,5.08,5.05,3.18
33346,50366,0.61,3,2,6,61.9,53.0,2248,5.45,5.5,3.39
33347,1472,0.71,4,2,6,62.6,58.0,2982,5.72,5.68,3.57
33348,44092,0.51,2,2,6,59.2,62.0,1554,5.22,5.29,3.11
33349,43888,0.52,3,6,7,60.1,56.0,1454,5.24,5.27,3.16
33350,19943,1.5,4,5,4,62.3,60.0,8490,7.22,7.3,4.52
33351,44598,0.53,3,4,6,62.5,56.0,1607,5.2,5.17,3.24
33352,25247,2.02,5,6,4,61.1,61.0,13865,8.08,8.11,4.95
33353,42840,0.41,3,3,7,60.7,56.0,1356,4.85,4.81,2.93
33354,18840,1.51,5,5,4,60.8,58.0,7723,7.4,7.51,4.53
33355,11657,1.07,4,5,3,62.1,58.0,5055,6.56,6.49,4.05
33356,5560,1.0,4,3,4,61.7,58.0,3858,6.36,6.32,3.91
33357,13188,1.21,5,6,3,62.9,55.0,5452,6.69,6.76,4.23
33358,40184,0.5,3,5,4,62.3,56.0,1119,5.14,5.09,3.19
33359,11446,1.01,4,4,3,60.6,57.0,5006,6.52,6.49,3.94
33360,34066,0.36,4,1,3,61.5,59.0,851,4.55,4.52,2.79
33361,32579,0.36,3,1,3,61.6,56.0,801,4.59,4.6,2.83
33362,5136,1.2,3,5,1,58.6,57.0,3763,7.01,6.96,4.09
33363,31452,0.34,3,4,6,61.5,55.0,765,4.5,4.47,2.76
33364,39729,0.35,3,2,5,61.9,56.0,1091,4.55,4.53,2.81
33365,9147,1.11,4,5,4,59.8,60.0,4538,6.75,6.66,4.01
33366,21568,1.09,3,3,8,62.5,55.0,9668,6.52,6.6,4.1
33367,31945,0.3,3,3,6,61.8,56.0,776,4.31,4.3,2.66
33368,13714,0.3,3,2,6,62.0,57.0,603,4.26,4.29,2.65
33369,44081,0.5,5,2,5,61.6,59.0,1554,5.06,5.14,3.14
33370,12473,0.77,3,2,7,61.6,55.0,5251,5.87,5.95,3.64
33371,48903,0.51,5,3,8,62.0,56.0,2041,5.1,5.15,3.17
33372,49180,0.64,3,3,6,62.5,56.0,2074,5.55,5.53,3.46
33373,41019,0.25,4,4,4,59.0,60.0,1186,5.33,5.28,3.12
33374,16127,1.01,2,3,6,63.9,58.0,6446,6.39,6.32,4.06
33375,41646,0.4,3,2,8,62.2,56.0,1238,4.78,4.71,2.95
33376,51539,0.71,4,4,3,61.7,58.0,2386,5.74,5.71,3.53
33377,12827,1.05,3,3,4,61.9,56.0,5347,6.48,6.5,4.02
